request_id,start_time,retrieval_finished_at,generation_finished_at,retrieval_duration,generation_duration,total_processing_time,sentiment,is_toxic,node_number,stage_embeddings,stage_faiss_search,stage_fetch_documents,stage_rerank,stage_generate,stage_sentiment,stage_safety_filter,node_latency,node_throughput_rps
req_1764888357_3,1764888357.9740531,1764888361.4555268,1764888410.2006202,3.481473684310913,48.74509334564209,52.226567029953,very negative,false,0,0.26610779762268066,1.3149323463439941,0.034898996353149414,1.6939043998718262,36.89345836639404,0.6408555507659912,0.7235102653503418,52.226567029953,0.019147343141020155
req_1764888367_4,1764888367.931259,1764888371.6445954,1764888410.2006202,3.71333646774292,38.55602478981018,42.2693612575531,very negative,false,0,0.0732879638671875,1.3745970726013184,0.024740934371948242,2.0263729095458984,36.89345836639404,0.6408555507659912,0.7235102653503418,42.2693612575531,0.023657797758212168
req_1764888377_5,1764888377.584683,1764888382.056594,1764888449.3570883,4.4719109535217285,67.30049443244934,71.77240538597107,very negative,false,0,0.8701915740966797,1.2921772003173828,0.02307438850402832,2.1831729412078857,36.85491895675659,0.8869171142578125,0.7383744716644287,71.77240538597107,0.013932931390863823
req_1764888387_6,1764888387.569427,1764888391.7229478,1764888449.3570883,4.153520822525024,57.634140491485596,61.78766131401062,very negative,false,0,0.6738529205322266,1.3495328426361084,0.02346014976501465,1.9508976936340332,36.85491895675659,0.8869171142578125,0.7383744716644287,61.78766131401062,0.016184461083870894
req_1764888397_7,1764888397.6453571,1764888401.6399217,1764888489.554529,3.9945645332336426,87.91460728645325,91.90917181968689,very negative,false,0,0.42599916458129883,1.3170182704925537,0.02549004554748535,2.0985798835754395,38.26430535316467,0.6816790103912354,0.6602716445922852,91.90917181968689,0.010880306940006619
req_1764888407_8,1764888407.955123,1764888410.542225,1764888489.554529,2.587101936340332,79.0123040676117,81.59940600395203,very negative,false,0,0.4596288204193115,1.3033523559570312,0.023786544799804688,0.6091012954711914,38.26430535316467,0.6816790103912354,0.6602716445922852,81.59940600395203,0.012254991169317678
req_1764888417_9,1764888417.587085,1764888422.1315527,1764888528.645314,4.5444676876068115,106.51376128196716,111.05822896957397,very negative,false,0,0.5950305461883545,1.280881643295288,0.024307727813720703,2.2952311038970947,38.01858139038086,0.3729572296142578,0.3553779125213623,111.05822896957397,0.00900428549309898
req_1764888427_10,1764888428.222063,1764888432.6610804,1764888528.645314,4.439017295837402,95.98423361778259,100.42325091362,very negative,false,0,0.5675094127655029,1.314558506011963,0.02491164207458496,2.2566025257110596,38.01858139038086,0.3729572296142578,0.3553779125213623,100.42325091362,0.009957853294952176
req_1764888437_11,1764888437.56989,1764888442.275963,1764888566.6495204,4.706073045730591,124.37355732917786,129.07963037490845,very negative,false,0,0.640247106552124,1.294323205947876,0.023106098175048828,2.3314414024353027,37.03100061416626,0.37572455406188965,0.36275672912597656,129.07963037490845,0.007747155744833836
req_1764888447_12,1764888447.572382,1764888451.8395314,1764888566.6495204,4.267149448394775,114.8099889755249,119.07713842391968,very negative,false,0,1.1133272647857666,1.3386313915252686,0.04152798652648926,1.5755188465118408,37.03100061416626,0.37572455406188965,0.36275672912597656,119.07713842391968,0.00839791762915865
req_1764888457_13,1764888457.861095,1764888461.3891826,1764888604.97924,3.528087615966797,143.59005737304688,147.11814498901367,very negative,false,0,0.1727614402770996,1.3394317626953125,0.023291826248168945,1.890376091003418,37.36145234107971,0.36481642723083496,0.4138815402984619,147.11814498901367,0.006797258081759234
req_1764888467_14,1764888467.619285,1764888471.4932399,1764888604.97924,3.8739547729492188,133.48600006103516,137.35995483398438,very negative,false,0,0.3663203716278076,1.2965269088745117,0.023290634155273438,2.0542516708374023,37.36145234107971,0.36481642723083496,0.4138815402984619,137.35995483398438,0.007280142172503022
req_1764888477_15,1764888477.557961,1764888481.2461722,1764888642.540371,3.68821120262146,161.29419875144958,164.98240995407104,very negative,false,0,0.07144832611083984,1.317734718322754,0.024336814880371094,2.156129837036133,36.710551738739014,0.359865665435791,0.35364437103271484,164.98240995407104,0.0060612522285156765
req_1764888487_16,1764888487.867486,1764888490.5908375,1764888642.540371,2.72335147857666,151.9495334625244,154.67288494110107,very negative,false,0,0.0633077621459961,1.2907164096832275,0.023478984832763672,0.9943952560424805,36.710551738739014,0.359865665435791,0.35364437103271484,154.67288494110107,0.006465257309843265
req_1764888497_17,1764888497.988897,1764888502.13433,1764888680.408727,4.145432949066162,178.2743968963623,182.41982984542847,very negative,false,0,0.29700756072998047,1.4955146312713623,0.0244138240814209,2.0436131954193115,36.995933055877686,0.3624756336212158,0.36293578147888184,182.41982984542847,0.00548186017302691
req_1764888507_18,1764888507.5194309,1764888512.0543015,1764888680.408727,4.534870624542236,168.35442543029785,172.8892960548401,very negative,false,0,0.5167632102966309,1.342552661895752,0.023627519607543945,2.2881836891174316,36.995933055877686,0.3624756336212158,0.36293578147888184,172.8892960548401,0.005784048074802747
req_1764888517_19,1764888517.825939,1764888522.1916752,1764888690.8969445,4.365736246109009,168.70526933670044,173.07100558280945,very negative,false,0,0.7311506271362305,1.2992172241210938,0.025460004806518555,2.101593255996704,9.961193084716797,0.19530057907104492,0.17754268646240234,173.07100558280945,0.005777975326557683
